"Species","cor_iso_1","cor_iso_2","cor_iso_3","cor_iso_4","cor_iso_5","cor_iso_6","cor_iso_7","cor_iso_8","cor_modules_1","cor_modules_2","cor_modules_3","cor_modules_4","cor_modules_5","cor_modules_6","cor_modules_7","cor_modules_8"
"Callithrix_penicillata",0.824316413602011,0.270412093940425,0.206388897997232,0.0694639064383627,0.070093248374016,0.0566580730103195,0.21665694572674,0.0154265619298088,0.170642802911072,0.209760660853102,0.0168800447728184,0.447431712781477,0.171929787468516,0.129862267630453,0.166692828455716,0.0879144116590441
"Cebus_albifrons",0.0642701408123908,0.823068094484417,0.389294795794552,0.165980393521777,0.0370622435291094,0.0359928462189733,0.049758773578054,0.0090180806273832,0.0701331055992178,0.066298333911676,0.10859938175977,0.000375072658705137,0.426055644825419,0.259066161579516,0.135475018927404,0.265285064251727
"Cercocebus_agilis",0.789231792187808,0.125733212312177,0.0897113549093602,0.0447301319609975,0.189574851409653,0.218821999789325,0.189089661593908,0.0843575406959089,0.280486634166975,0.292388913756827,0.133905604740337,0.187629426171713,0.205977305219468,0.372904577162456,0.0429011882650584,0.00189184298366014
"Cercocebus_torquatus",0.821101587146121,0.00767717650992638,0.124734761544118,0.167819876181671,0.00587862288691436,0.100408688252935,0.0758661758650637,0.0589671083270017,0.245829916423069,0.217256365987801,0.351386579641439,0.246782751853181,0.0761495505429044,0.108002243428336,0.0741553274324658,0.144532822816019
"Cercopithecus_ascanius",0.891424771648111,0.111168844111898,0.0454637059178626,0.0704826476707087,0.0677860232286436,0.0506522925872689,0.215029470655311,6.23982891726855e-05,0.0430190220223029,0.616768914191461,0.0673978002598366,0.14730859915255,0.215997143068972,0.10109984791752,0.0641797500498514,0.10312962802992
"Cercopithecus_campbelli",0.847331433554443,0.0634266087455273,0.110017049673606,0.0201750434847641,0.0388854298707183,0.0720325920797572,0.209339593684589,0.118728420929802,0.101966500107829,0.278969202344016,0.497190843564919,0.148100264013249,0.24787592293642,0.134044599709784,0.0660769408030135,0.277862834568899
"Cercopithecus_cephus",0.867754698230631,0.174520865088208,0.0982033540718594,0.136524531054579,0.0314453868359675,0.153634127191002,0.00410764802976399,0.0400862763678416,0.199440087460682,0.419368250193393,0.23462009942926,0.367139609630742,0.0581133581503772,0.28058526616228,0.0558678925728638,0.0598438498523299
"Cercopithecus_diana",0.798869640606524,0.0921267262904419,0.191397509302474,0.0663791535932177,0.305130377454598,0.166200159908146,0.207307997411763,0.0618730339306159,0.225676975174712,0.280718343428754,0.243101174214803,0.296213937732234,0.338016410658007,0.0871540144195265,0.0350971338626922,0.114795644243584
"Cercopithecus_mitis",0.862089936175318,0.0885871213439944,0.043290278937754,0.108778677121535,0.11377484177774,0.00925086337638658,0.0633473262102059,0.194013432747897,0.183509332499233,0.334045409524215,0.0942584837629984,0.16053798360294,0.231862543257973,0.0705550651258523,0.238842480847875,0.350118277036653
"Cercopithecus_neglectus",0.872053928204613,0.0662319158284152,0.180976564125928,0.0549198853283645,0.164229396686416,0.0243927271597187,0.163826938670731,0.0650002155099785,0.153208358964872,0.211955916313392,0.0939925284107552,0.364034078183555,0.198519180297649,0.148969436314487,0.248317427553585,0.303354038459579
