"","formula","AICc","R2","deltaAICc","weight"
"1163","normas ~ integration + nmds1 + cvn + mating + prop",19.9099255985795,0.395456613323227,31.5929021220916,1.01020862084651e-08
"1164","normas ~ nmds1 + cvn + mating + prop + aggression",19.9114648381197,0.395429243965921,31.5944413616319,1.00943144342388e-08
"1165","normas ~ nmds1 + cvn + social + dominance",19.913756357961,0.362982978098884,31.5967328814732,1.00827553965391e-08
"1166","normas ~ nmds1 + nmds2 + cvn + aggression",19.9253393923792,0.362765923772646,31.6083159158913,1.00245297154111e-08
"1167","normas ~ nmds2 + clima + cvn + mating + aggression",19.9285606245745,0.395125178923577,31.6115371480867,1.00083970417394e-08
"1168","normas ~ nmds1 + cvn + social + aggression",19.941461032528,0.362463697464797,31.6244375560402,9.94404859275251e-09
"1169","normas ~ integration + nmds1 + cvn + social",19.9424926295583,0.362444353625564,31.6254691530705,9.93892078982388e-09
"1170","normas ~ nmds1 + nmds2 + cvn + social",19.9823960822893,0.361695659319079,31.6653726058014,9.74258727103205e-09
"1171","normas ~ clima + cvn + mating + dominance + aggression",20.0637264132445,0.392715734465478,31.7467029367566,9.35435069902480e-09
"1172","normas ~ integration + clima + cvn + social + mating",20.0867031496531,0.392305201338453,31.7696796731653,9.24749942249252e-09
"1173","normas ~ integration + clima + cvn + mating + dominance",20.1263891371673,0.3915954646104,31.8093656606795,9.06580994235561e-09
"1174","normas ~ nmds1 + nmds2 + cvn + social + mating",20.1293470517963,0.391542532641029,31.8123235753085,9.05241190643296e-09
"1175","normas ~ clima + cvn + social + mating + aggression",20.1512845793999,0.391149816181128,31.8342611029121,8.95366071771886e-09
"1176","normas ~ integration + clima + cvn + mating + aggression",20.1977341018035,0.390317459500621,31.8807106253156,8.74811025510377e-09
"1177","normas ~ clima + cvn + social + prop + dominance",20.2307553190193,0.389725040700203,31.9137318425315,8.60485946366588e-09
"1178","normas ~ integration + nmds1 + cvn + social + mating",20.2357933544984,0.389634604973718,31.9187698780105,8.58321094797585e-09
"1179","normas ~ nmds2 + clima + cvn + prop + dominance",20.245502890062,0.389460275244309,31.9284794135742,8.54164243637965e-09
"1180","normas ~ nmds1 + cvn + social + mating + aggression",20.2876018273565,0.388703834274226,31.9705783508686,8.36372450990309e-09
"1181","normas ~ nmds1 + nmds2 + cvn + mating + dominance",20.3119777113972,0.388265415826272,31.9949542349094,8.26240660308265e-09
"1182","normas ~ nmds1 + cvn + social + mating + dominance",20.3128881906525,0.388249034087854,31.9958647141647,8.25864608421079e-09
"1183","normas ~ clima + cvn + prop + dominance + aggression",20.3293968378529,0.387951927232312,32.0123733613651,8.19075712112826e-09
"1184","normas ~ integration + clima + cvn + prop + dominance",20.3301288855958,0.387938749196028,32.0131054091079,8.18775965710207e-09
